Frame,Lowest Safe Speed,Vehicles Safe Speeds
282,45.09411155000589,Track 13: 61.25 km/h; Track 15: 45.09 km/h
283,46.69067666150679,Track 13: 63.25 km/h; Track 15: 46.69 km/h
284,47.266687901271965,Track 13: 63.39 km/h; Track 15: 47.27 km/h
285,45.73080892314967,Track 13: 61.74 km/h; Track 15: 45.73 km/h
286,44.74075814571234,Track 13: 62.45 km/h; Track 15: 44.74 km/h
287,45.41790859229911,Track 13: 63.73 km/h; Track 15: 45.42 km/h
288,45.467574727078855,Track 13: 61.52 km/h; Track 15: 45.47 km/h
289,46.78650811193964,Track 13: 61.78 km/h; Track 15: 46.79 km/h
290,47.18736990358722,Track 13: 61.81 km/h; Track 15: 47.19 km/h
291,47.98124587851682,Track 13: 61.96 km/h; Track 15: 47.98 km/h
292,48.65754040015759,Track 13: 63.28 km/h; Track 15: 48.66 km/h
293,50.29175081656347,Track 13: 66.31 km/h; Track 15: 50.29 km/h
294,49.140936927666594,Track 13: 68.35 km/h; Track 15: 49.14 km/h
295,48.821374883423886,Track 13: 70.07 km/h; Track 15: 48.82 km/h
296,49.030827630231464,Track 13: 70.45 km/h; Track 15: 49.03 km/h
297,50.311796773035745,Track 13: 71.48 km/h; Track 15: 50.31 km/h
298,49.56130968778721,Track 13: 71.34 km/h; Track 15: 49.56 km/h
299,49.80634761939078,Track 13: 70.58 km/h; Track 15: 49.81 km/h
300,50.262548208794655,Track 13: 70.42 km/h; Track 15: 50.26 km/h
301,51.11618164416143,Track 13: 70.15 km/h; Track 15: 51.12 km/h
302,52.83309135373575,Track 13: 70.37 km/h; Track 15: 52.83 km/h; Track 17: inf km/h
303,54.23940339697124,Track 13: 69.61 km/h; Track 15: 54.24 km/h; Track 17: inf km/h
304,53.69446276881118,Track 13: 69.60 km/h; Track 15: 53.69 km/h; Track 17: inf km/h
305,56.62877432061096,Track 13: 69.62 km/h; Track 15: 56.63 km/h; Track 17: inf km/h
306,73.30502719267452,Track 13: 73.31 km/h; Track 17: inf km/h
307,75.53821065878678,Track 13: 75.54 km/h; Track 17: inf km/h
308,inf,Track 17: inf km/h
309,50.058883515792246,Track 17: inf km/h; Track 15: 50.06 km/h
310,inf,Track 17: inf km/h
311,inf,Track 17: inf km/h
312,inf,Track 17: inf km/h
313,inf,Track 17: inf km/h
314,44.593134302862424,Track 17: 44.59 km/h
315,44.84143842038717,Track 17: 44.84 km/h
316,44.49886980657486,Track 17: 44.50 km/h
317,45.11261835629736,Track 17: 45.11 km/h
318,46.11601713215065,Track 17: 46.12 km/h
319,46.402393305649525,Track 17: 46.40 km/h
320,47.92765727668368,Track 17: 47.93 km/h
321,47.61138654164536,Track 17: 47.61 km/h
322,48.65559157791502,Track 17: 48.66 km/h
323,49.791740155324085,Track 17: 49.79 km/h
324,50.56206244016481,Track 17: 50.56 km/h
325,50.806059035961695,Track 17: 50.81 km/h
326,50.99698685664704,Track 17: 51.00 km/h
327,52.30557035756027,Track 17: 52.31 km/h
328,52.609479599688115,Track 17: 52.61 km/h
329,53.39054392553107,Track 17: 53.39 km/h
330,54.28800030889941,Track 17: 54.29 km/h
331,54.56707736920851,Track 17: 54.57 km/h
332,56.35680524187219,Track 17: 56.36 km/h
333,57.438081131445365,Track 17: 57.44 km/h
334,58.26994691834881,Track 17: 58.27 km/h
335,59.13503470111066,Track 17: 59.14 km/h
336,59.876225970943075,Track 17: 59.88 km/h; Track 19: inf km/h
337,61.249428210022394,Track 17: 61.25 km/h; Track 19: inf km/h
338,61.3851433191493,Track 17: 61.39 km/h; Track 19: inf km/h; Track 20: 72.22 km/h
339,60.69877723329514,Track 17: 60.70 km/h; Track 19: inf km/h; Track 20: 72.65 km/h
340,60.71957571492081,Track 17: 60.72 km/h; Track 19: inf km/h
341,60.73245189263006,Track 17: 60.73 km/h; Track 19: inf km/h; Track 20: 69.96 km/h
342,60.7738234537494,Track 17: 60.77 km/h; Track 19: inf km/h; Track 20: 68.30 km/h
343,45.18988696366768,Track 17: 62.34 km/h; Track 19: 45.19 km/h; Track 20: 68.38 km/h
344,46.245582664894876,Track 17: 63.56 km/h; Track 19: 46.25 km/h; Track 20: 69.33 km/h
345,45.93582729735242,Track 17: 66.31 km/h; Track 19: 45.94 km/h; Track 20: 67.70 km/h
346,46.484324947452045,Track 17: 65.39 km/h; Track 19: 46.48 km/h; Track 20: 67.97 km/h
347,47.00380054447725,Track 17: 67.58 km/h; Track 19: 47.00 km/h; Track 20: 68.48 km/h
348,48.26523293180027,Track 17: 67.05 km/h; Track 19: 48.27 km/h; Track 20: 68.36 km/h
349,48.00601372240383,Track 17: 66.47 km/h; Track 19: 48.01 km/h; Track 20: 69.20 km/h
350,48.59924722724301,Track 17: 68.07 km/h; Track 19: 48.60 km/h; Track 20: 71.13 km/h
351,49.19279583546127,Track 17: 70.00 km/h; Track 19: 49.19 km/h; Track 20: 71.66 km/h
352,50.62323043782308,Track 17: 69.48 km/h; Track 19: 50.62 km/h; Track 20: 72.16 km/h
353,50.2022682437398,Track 19: 50.20 km/h
354,51.28430449655443,Track 19: 51.28 km/h; Track 17: 68.32 km/h
355,51.81441430985626,Track 19: 51.81 km/h; Track 21: inf km/h; Track 17: 68.42 km/h
356,51.99356785827275,Track 19: 51.99 km/h; Track 21: inf km/h; Track 17: 68.43 km/h
357,51.84272179134093,Track 19: 51.84 km/h; Track 21: inf km/h; Track 17: 69.27 km/h
358,51.8297031857623,Track 19: 51.83 km/h; Track 21: inf km/h; Track 17: 65.74 km/h
359,53.248097732307535,Track 19: 53.25 km/h; Track 21: inf km/h; Track 17: 67.79 km/h
360,53.52176784999784,Track 19: 53.52 km/h; Track 21: inf km/h
361,54.45741208912991,Track 19: 54.46 km/h; Track 21: inf km/h
362,54.684401318461866,Track 19: 54.68 km/h; Track 21: inf km/h
363,53.80245972863659,Track 19: 53.80 km/h; Track 21: inf km/h
364,54.118087435674525,Track 19: 54.12 km/h; Track 21: inf km/h
365,55.082875327063995,Track 19: 55.08 km/h; Track 21: inf km/h
366,56.52911259951869,Track 19: 56.53 km/h; Track 21: inf km/h
367,56.60458629345439,Track 19: 56.60 km/h; Track 21: inf km/h
368,57.36488306943816,Track 19: 57.36 km/h; Track 21: inf km/h
369,57.9431998106497,Track 19: 57.94 km/h; Track 21: inf km/h
370,58.21405551725138,Track 19: 58.21 km/h; Track 21: inf km/h; Track 27: 74.69 km/h
371,59.309556944238544,Track 19: 59.31 km/h; Track 21: inf km/h; Track 27: 74.87 km/h
372,59.08218421984329,Track 19: 59.08 km/h; Track 21: inf km/h; Track 27: 74.00 km/h
373,59.726084714406824,Track 19: 59.73 km/h; Track 21: inf km/h; Track 27: 75.98 km/h
374,60.467644611989606,Track 19: 60.47 km/h; Track 21: inf km/h; Track 27: 76.45 km/h
375,62.04475400082942,Track 19: 62.04 km/h; Track 21: inf km/h; Track 27: 74.26 km/h
376,64.11595742164154,Track 19: 64.12 km/h; Track 21: inf km/h; Track 27: 76.24 km/h
377,64.53091101605881,Track 19: 64.53 km/h; Track 21: inf km/h; Track 27: 74.93 km/h
378,75.23845432865846,Track 21: inf km/h; Track 27: 75.24 km/h
379,44.2503952577686,Track 21: 44.25 km/h; Track 27: 73.72 km/h; Track 28: 61.18 km/h
380,44.52321860140961,Track 21: 44.52 km/h; Track 27: 77.68 km/h; Track 28: 61.27 km/h
381,44.90919867341525,Track 21: 44.91 km/h; Track 27: 74.54 km/h; Track 28: 63.26 km/h
382,45.21621664357372,Track 21: 45.22 km/h; Track 27: 75.38 km/h; Track 28: 62.62 km/h
383,45.843460984518416,Track 21: 45.84 km/h; Track 27: 78.19 km/h; Track 28: 62.34 km/h
384,46.50035203369769,Track 21: 46.50 km/h; Track 27: 75.58 km/h; Track 28: 62.46 km/h
385,47.08177293056365,Track 21: 47.08 km/h; Track 27: 76.78 km/h; Track 28: 61.98 km/h
386,47.154957425127904,Track 21: 47.15 km/h; Track 27: 76.30 km/h; Track 29: inf km/h; Track 28: 61.55 km/h
387,46.91360652359592,Track 21: 46.91 km/h; Track 27: 75.60 km/h; Track 29: inf km/h; Track 28: 62.92 km/h
388,47.40643328697264,Track 21: 47.41 km/h; Track 27: 75.10 km/h; Track 29: inf km/h; Track 28: 63.84 km/h
389,47.70283355933737,Track 21: 47.70 km/h; Track 27: 74.49 km/h; Track 29: inf km/h; Track 28: 63.77 km/h
390,48.25714636499934,Track 21: 48.26 km/h; Track 27: 72.51 km/h; Track 29: inf km/h; Track 28: 63.96 km/h
391,48.49403731669943,Track 21: 48.49 km/h; Track 27: 72.21 km/h; Track 29: inf km/h; Track 28: 63.74 km/h
392,48.84832392211631,Track 21: 48.85 km/h; Track 27: 75.23 km/h; Track 29: inf km/h; Track 28: 65.69 km/h
393,49.07354339287935,Track 21: 49.07 km/h; Track 27: 78.30 km/h; Track 29: inf km/h; Track 28: 66.14 km/h
394,49.32580188344953,Track 21: 49.33 km/h; Track 29: inf km/h
395,49.43564420011606,Track 21: 49.44 km/h; Track 29: inf km/h
396,49.822213019458,Track 21: 49.82 km/h; Track 29: inf km/h
397,50.61474505509425,Track 21: 50.61 km/h; Track 29: inf km/h
398,51.57679489348262,Track 21: 51.58 km/h; Track 29: inf km/h
399,52.46916435400713,Track 21: 52.47 km/h; Track 29: inf km/h
400,53.75671637724967,Track 21: 53.76 km/h; Track 29: inf km/h
401,53.53853236914688,Track 21: 53.54 km/h; Track 29: inf km/h
402,54.401774994558714,Track 21: 54.40 km/h; Track 29: inf km/h
403,54.648651782103116,Track 21: 54.65 km/h; Track 29: inf km/h
404,55.67006118993067,Track 21: 55.67 km/h; Track 29: inf km/h
405,44.27502139504001,Track 21: 55.36 km/h; Track 29: 44.28 km/h
406,45.030768777789596,Track 21: 54.82 km/h; Track 29: 45.03 km/h
407,45.44811814444129,Track 21: 54.83 km/h; Track 29: 45.45 km/h
408,46.07904031707875,Track 21: 55.05 km/h; Track 29: 46.08 km/h
409,46.578865753292895,Track 21: 55.12 km/h; Track 29: 46.58 km/h
410,46.17563150962312,Track 21: 55.85 km/h; Track 29: 46.18 km/h; Track 31: 71.55 km/h
411,46.6601336398543,Track 21: 54.85 km/h; Track 29: 46.66 km/h; Track 31: 71.25 km/h
412,46.84489986705797,Track 21: 55.55 km/h; Track 29: 46.84 km/h; Track 31: 72.77 km/h
413,47.18748515107382,Track 21: 56.18 km/h; Track 29: 47.19 km/h; Track 31: 72.73 km/h
414,48.3725676169,Track 21: 56.15 km/h; Track 29: 48.37 km/h; Track 31: 74.18 km/h
415,48.7787727590086,Track 21: 55.78 km/h; Track 29: 48.78 km/h; Track 31: 74.08 km/h
416,49.643363725796405,Track 21: 58.01 km/h; Track 29: 49.64 km/h; Track 31: 76.17 km/h
417,50.23512766737846,Track 21: 59.07 km/h; Track 29: 50.24 km/h; Track 31: 76.40 km/h
418,50.84910941905411,Track 21: 60.60 km/h; Track 29: 50.85 km/h; Track 31: 77.57 km/h
419,51.85879168378631,Track 21: 60.83 km/h; Track 29: 51.86 km/h; Track 31: 79.95 km/h
420,51.890825075833796,Track 21: 60.81 km/h; Track 29: 51.89 km/h
421,52.93434709655974,Track 21: 60.05 km/h; Track 29: 52.93 km/h
422,54.3655231504478,Track 21: 59.77 km/h; Track 29: 54.37 km/h
423,Not Detected,
424,Not Detected,
425,Not Detected,
426,Not Detected,
427,54.0068934808977,Track 29: 54.01 km/h
428,53.752824189975705,Track 29: 53.75 km/h
429,54.11856064195565,Track 29: 54.12 km/h
430,55.375707397075864,Track 29: 55.38 km/h
431,55.719216820114,Track 29: 55.72 km/h
432,56.21557325394389,Track 29: 56.22 km/h
433,57.6847692423144,Track 29: 57.68 km/h
434,56.98968271140729,Track 29: 56.99 km/h
435,57.1517474050034,Track 29: 57.15 km/h
436,57.44908532592278,Track 29: 57.45 km/h
437,59.644147132047884,Track 29: 59.64 km/h
438,Not Detected,
439,58.358419419887475,Track 29: 58.36 km/h
440,59.9622955261523,Track 29: 59.96 km/h; Track 36: inf km/h
441,59.43361863805755,Track 29: 59.43 km/h; Track 36: inf km/h
442,60.324925614464085,Track 29: 60.32 km/h; Track 36: inf km/h
443,62.31615002317568,Track 29: 62.32 km/h; Track 36: inf km/h
444,inf,Track 36: inf km/h
445,inf,Track 36: inf km/h
446,inf,Track 36: inf km/h
447,inf,Track 36: inf km/h
448,inf,Track 36: inf km/h
449,inf,Track 36: inf km/h
450,44.205407798291844,Track 36: 44.21 km/h
451,44.61994243267591,Track 36: 44.62 km/h
452,45.36323614293159,Track 36: 45.36 km/h
453,44.79644194506412,Track 36: 44.80 km/h
454,45.28809294179528,Track 36: 45.29 km/h
455,44.80881849417311,Track 36: 44.81 km/h
456,44.7638422419884,Track 36: 44.76 km/h
457,44.99192212653984,Track 36: 44.99 km/h
458,45.80988396350727,Track 36: 45.81 km/h
459,46.205818582711395,Track 36: 46.21 km/h
460,46.42154577466562,Track 36: 46.42 km/h
461,45.946158144530294,Track 36: 45.95 km/h
462,47.19510133829603,Track 36: 47.20 km/h
463,48.65955010484838,Track 36: 48.66 km/h
464,48.729188240941326,Track 36: 48.73 km/h
465,49.49984219612631,Track 36: 49.50 km/h; Track 37: inf km/h
466,50.89564763555119,Track 36: 50.90 km/h; Track 37: inf km/h
467,51.549367574813964,Track 36: 51.55 km/h; Track 37: inf km/h
468,53.33889751655212,Track 36: 53.34 km/h; Track 37: inf km/h
469,53.78998344799836,Track 36: 53.79 km/h; Track 37: inf km/h
470,54.48357694067085,Track 36: 54.48 km/h; Track 37: inf km/h
471,53.951209647800646,Track 36: 53.95 km/h; Track 37: inf km/h
472,53.11278915272697,Track 36: 53.11 km/h; Track 37: inf km/h
473,52.893322955560755,Track 36: 52.89 km/h; Track 37: inf km/h
474,55.01740116683397,Track 36: 55.02 km/h; Track 37: inf km/h
475,55.980247916013035,Track 36: 55.98 km/h; Track 37: inf km/h
476,56.19205550654631,Track 36: 56.19 km/h; Track 37: inf km/h
477,57.55006437588032,Track 36: 57.55 km/h; Track 37: inf km/h
478,57.744604557211666,Track 36: 57.74 km/h; Track 37: inf km/h
479,62.4439608143774,Track 36: 62.44 km/h; Track 37: inf km/h
480,inf,Track 37: inf km/h
481,inf,Track 37: inf km/h
482,inf,Track 37: inf km/h
483,44.68815359552623,Track 37: 44.69 km/h
484,45.04154869005325,Track 37: 45.04 km/h
485,44.36582580121143,Track 37: 44.37 km/h
486,45.441671382629345,Track 37: 45.44 km/h
487,46.89153224089012,Track 37: 46.89 km/h
488,47.272703808758656,Track 37: 47.27 km/h
489,46.70707750295653,Track 37: 46.71 km/h
490,48.25977920652456,Track 37: 48.26 km/h
491,49.13298241443827,Track 37: 49.13 km/h
492,50.11985084018295,Track 37: 50.12 km/h
493,50.555477653769444,Track 37: 50.56 km/h
494,51.612765981922415,Track 37: 51.61 km/h
495,52.25505792841075,Track 37: 52.26 km/h
496,52.18450318865626,Track 37: 52.18 km/h
497,52.75525086795271,Track 37: 52.76 km/h
498,54.29511035801532,Track 37: 54.30 km/h
499,54.63331020526191,Track 37: 54.63 km/h
500,55.303419805537345,Track 37: 55.30 km/h
501,55.48725003991627,Track 37: 55.49 km/h
502,57.27127284989968,Track 37: 57.27 km/h
503,58.219218748112944,Track 37: 58.22 km/h
504,58.92431155463337,Track 37: 58.92 km/h
505,59.54712116191576,Track 37: 59.55 km/h
506,59.52922843516399,Track 37: 59.53 km/h
507,45.303035083678104,Track 37: 60.47 km/h; Track 38: 45.30 km/h
508,45.51799910131705,Track 38: 45.52 km/h
509,45.663527317223114,Track 38: 45.66 km/h
510,46.48421646506579,Track 38: 46.48 km/h; Track 40: 69.02 km/h
511,47.81684263366962,Track 38: 47.82 km/h; Track 40: 69.46 km/h
512,48.199242854206226,Track 38: 48.20 km/h; Track 40: 69.36 km/h
513,48.4614663742703,Track 38: 48.46 km/h; Track 40: 69.96 km/h
514,47.85515032467933,Track 38: 47.86 km/h; Track 40: 69.59 km/h
515,48.96334514185554,Track 38: 48.96 km/h; Track 40: 71.37 km/h
516,48.81680766343923,Track 38: 48.82 km/h; Track 40: 70.76 km/h
517,49.0656565465474,Track 38: 49.07 km/h; Track 40: 70.37 km/h
518,48.74938386028907,Track 38: 48.75 km/h; Track 40: 70.20 km/h
519,49.17774877036457,Track 38: 49.18 km/h; Track 40: 71.18 km/h
520,49.8665946130351,Track 38: 49.87 km/h; Track 40: 72.50 km/h
521,50.35140915899847,Track 38: 50.35 km/h; Track 40: 72.14 km/h
522,50.03281774558075,Track 38: 50.03 km/h; Track 40: 73.63 km/h
