turn_type,road_type,environment_type,visibility,effective_pedestrians,effective_traffic,daynight,weather,SafeSpeedLimit
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Low,Day,Clear,46.38381753191453
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Straight,Medium,City,High,Low,Moderate,Day,Clear,46.86944289372842
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
Intersection,Medium,City,High,Low,High,Day,Clear,73.48234336378715
Intersection,Medium,City,High,Low,High,Day,Clear,73.48234336378715
Intersection,Medium,City,High,Low,High,Day,Clear,73.48234336378715
Intersection,Medium,City,High,Low,High,Day,Clear,73.48234336378715
Intersection,Medium,City,High,Low,High,Day,Clear,73.48234336378715
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
Intersection,Medium,City,High,Low,High,Day,Clear,73.48234336378715
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
Intersection,Medium,City,High,Moderate,Moderate,Day,Clear,69.00722317338288
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
Intersection,Medium,City,High,Low,Moderate,Day,Clear,46.4065142063492
